review_id,claim_id,review_round,review_datetime,reviewer_id,review_type,auto_risk_score,triage_result,reviewer_notes,perito_id,perito_physical_inspection,damage_consistency_rating,documentation_completeness_pct,recommended_action,days_since_claim
REV_06195_1,CLM_06195,1,2023-04-12 06:14:00,R-2812,Initial Triage,32.3,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_06196_1,CLM_06196,1,2024-05-25 07:56:00,R-4219,Initial Triage,31.2,Green - Proceed,Minor inconsistencies in timeline reported by claimant.,,,,,Proceed,6
REV_06197_1,CLM_06197,1,2023-02-15 03:50:00,R-3644,Initial Triage,19.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_06197_2,CLM_06197,2,2023-02-20 17:50:00,R-3644,Expert Assessment,,,No anomalies found during review.,P-4063,No,3.4,84.0,Approve with Conditions,7
REV_06198_1,CLM_06198,1,2022-02-23 20:57:00,R-9908,Initial Triage,42.1,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_06198_2,CLM_06198,2,2022-03-01 08:57:00,R-9908,Expert Assessment,,,All repair items match incident description.,P-5462,Yes,2.9,92.4,Approve with Conditions,6
REV_06199_1,CLM_06199,1,2024-09-19 09:20:00,R-5059,Initial Triage,28.6,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06199_2,CLM_06199,2,2024-09-27 01:20:00,R-5059,Expert Assessment,,,Documentation supports claim as reported.,P-1135,Yes,2.8,98.0,Request Additional Documentation,8
REV_06200_1,CLM_06200,1,2025-02-11 02:58:00,R-3644,Initial Triage,1.7,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06202_1,CLM_06202,1,2022-09-02 03:05:00,R-6221,Initial Triage,47.1,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,4
REV_06202_2,CLM_06202,2,2022-09-08 11:05:00,R-6221,Expert Assessment,,,Physical inspection consistent with reported damage.,P-6700,No,4.3,82.8,Request Additional Documentation,10
REV_06203_1,CLM_06203,1,2025-10-15 19:22:00,R-9758,Initial Triage,42.2,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06203_2,CLM_06203,2,2025-10-21 12:22:00,R-9758,Expert Assessment,,,No anomalies found during review.,P-3140,No,4.6,100.0,Approve,6
REV_06203_3,CLM_06203,3,2025-10-29 04:22:00,SIU-996,SIU Investigation,,,Full investigation completed. Findings documented in case file.,P-3140,Yes,,,Claim Approved,13
REV_06204_1,CLM_06204,1,2023-01-23 19:21:00,R-6143,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_06206_1,CLM_06206,1,2024-01-24 21:01:00,R-6387,Initial Triage,54.6,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,1
REV_06206_2,CLM_06206,2,2024-02-01 09:01:00,R-6387,Expert Assessment,,,All repair items match incident description.,P-1371,No,4.8,59.5,Approve with Conditions,8
REV_06207_1,CLM_06207,1,2022-07-10 16:39:00,R-8019,Initial Triage,55.9,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,1
REV_06207_2,CLM_06207,2,2022-07-13 04:39:00,R-8019,Expert Assessment,,,Documentation supports claim as reported.,P-9976,No,2.8,83.2,Request Additional Documentation,3
REV_06208_1,CLM_06208,1,2025-05-03 21:14:00,R-2512,Initial Triage,47.7,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,4
REV_06208_2,CLM_06208,2,2025-05-14 09:14:00,R-2512,Expert Assessment,,,Verified damage with independent assessment.,P-3801,No,4.1,80.5,Request Additional Documentation,14
REV_06209_1,CLM_06209,1,2026-01-03 07:59:00,R-7230,Initial Triage,10.2,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,5
REV_06210_1,CLM_06210,1,2022-05-08 07:09:00,R-3691,Initial Triage,39.5,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,6
REV_06211_1,CLM_06211,1,2023-03-28 00:30:00,R-8100,Initial Triage,49.8,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,8
REV_06211_2,CLM_06211,2,2023-04-13 12:30:00,R-8100,Expert Assessment,,,All repair items match incident description.,P-7666,Yes,3.0,100.0,Refer to Special Investigations Unit,24
REV_06211_3,CLM_06211,3,2023-04-19 21:30:00,SIU-548,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-7666,Yes,,,Claim Approved,30
REV_06212_1,CLM_06212,1,2023-03-20 16:40:00,R-6221,Initial Triage,15.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06213_1,CLM_06213,1,2023-06-08 16:27:00,R-2957,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_06214_1,CLM_06214,1,2025-07-25 11:47:00,R-8592,Initial Triage,34.2,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_06214_2,CLM_06214,2,2025-07-31 23:47:00,R-8592,Expert Assessment,,,Physical inspection consistent with reported damage.,P-3009,No,4.7,80.3,Approve,7
REV_06214_3,CLM_06214,3,2025-08-16 13:47:00,SIU-600,SIU Investigation,,,Medical records review completed where applicable.,P-3009,Yes,,,Pending Review,22
REV_06215_1,CLM_06215,1,2024-05-10 16:56:00,R-6221,Initial Triage,30.6,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,2
REV_06215_2,CLM_06215,2,2024-05-17 08:56:00,R-6221,Expert Assessment,,,All repair items match incident description.,P-9236,No,4.4,84.7,Approve,8
REV_06217_1,CLM_06217,1,2022-05-01 01:13:00,R-8592,Initial Triage,4.4,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06218_1,CLM_06218,1,2022-12-03 06:20:00,R-8461,Initial Triage,30.7,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_06218_2,CLM_06218,2,2022-12-26 15:20:00,R-8461,Expert Assessment,,,Verified damage with independent assessment.,P-5386,No,3.3,75.9,Approve with Conditions,24
REV_06219_1,CLM_06219,1,2024-03-30 22:35:00,R-7520,Initial Triage,39.2,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,6
REV_06220_1,CLM_06220,1,2025-04-12 18:04:00,R-2207,Initial Triage,11.6,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,4
REV_06221_1,CLM_06221,1,2023-08-27 16:55:00,R-2207,Initial Triage,13.6,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_06222_1,CLM_06222,1,2025-10-12 07:33:00,R-8100,Initial Triage,8.2,Green - Proceed,Third party account differs slightly from claimant.,,,,,Proceed,9
REV_06223_1,CLM_06223,1,2025-12-07 09:37:00,R-4219,Initial Triage,56.8,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,2
REV_06223_2,CLM_06223,2,2025-12-15 21:37:00,R-4219,Expert Assessment,,,Physical inspection consistent with reported damage.,P-3804,No,3.2,71.5,Refer to Special Investigations Unit,10
REV_06223_3,CLM_06223,3,2025-12-29 07:37:00,SIU-669,SIU Investigation,,,Independent engineering assessment obtained.,P-3804,Yes,,,Claim Approved,23
REV_06224_1,CLM_06224,1,2022-10-06 06:57:00,R-7001,Initial Triage,50.1,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,1
REV_06224_2,CLM_06224,2,2022-10-08 18:57:00,R-7001,Expert Assessment,,,Witness could not be independently verified.,P-7666,No,3.1,58.2,Request Additional Documentation,3
REV_06225_1,CLM_06225,1,2025-09-10 04:25:00,R-8592,Initial Triage,42.9,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,5
REV_06225_2,CLM_06225,2,2025-09-15 19:25:00,R-8592,Expert Assessment,,,All repair items match incident description.,P-5992,No,4.5,70.4,Approve with Conditions,10
REV_06227_1,CLM_06227,1,2024-05-21 16:23:00,R-8044,Initial Triage,7.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_06227_2,CLM_06227,2,2024-05-31 02:23:00,R-8044,Expert Assessment,,,Verified damage with independent assessment.,P-5239,Yes,2.9,81.5,Refer to Special Investigations Unit,12
REV_06227_3,CLM_06227,3,2024-06-10 13:23:00,SIU-379,SIU Investigation,,,Cross-referenced with external fraud database.,P-5239,Yes,,,Claim Approved,22
REV_06228_1,CLM_06228,1,2024-06-09 15:55:00,R-6466,Initial Triage,25.8,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_06228_2,CLM_06228,2,2024-06-15 01:55:00,R-6466,Expert Assessment,,,Documentation supports claim as reported.,P-3009,No,4.5,85.2,Approve,6
REV_06229_1,CLM_06229,1,2022-12-02 11:22:00,R-8404,Initial Triage,3.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_06230_1,CLM_06230,1,2022-05-29 22:40:00,R-2207,Initial Triage,51.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06230_2,CLM_06230,2,2022-06-17 08:40:00,R-2207,Expert Assessment,,,No anomalies found during review.,P-7797,No,1.8,62.5,Approve with Conditions,19
REV_06231_1,CLM_06231,1,2025-08-18 01:34:00,R-9461,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_06232_1,CLM_06232,1,2025-03-03 14:29:00,R-8461,Initial Triage,40.3,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06232_2,CLM_06232,2,2025-03-10 02:29:00,R-8461,Expert Assessment,,,All repair items match incident description.,P-2553,Yes,3.1,58.2,Approve with Conditions,7
REV_06233_1,CLM_06233,1,2023-09-21 15:29:00,R-6221,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_06234_1,CLM_06234,1,2023-12-27 20:43:00,R-4718,Initial Triage,43.4,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,6
REV_06234_2,CLM_06234,2,2024-01-02 04:43:00,R-4718,Expert Assessment,,,Documentation supports claim as reported.,P-8545,Yes,3.1,88.5,Approve with Conditions,11
REV_06234_3,CLM_06234,3,2024-02-05 16:43:00,SIU-481,SIU Investigation,,,Cross-referenced with external fraud database.,P-8545,Yes,,,Claim Settled at Reduced Amount,45
REV_06235_1,CLM_06235,1,2024-04-12 04:57:00,R-9908,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,7
REV_06236_1,CLM_06236,1,2022-11-06 15:14:00,R-1276,Initial Triage,7.9,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06237_1,CLM_06237,1,2025-12-17 23:52:00,R-2957,Initial Triage,43.6,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,4
REV_06237_2,CLM_06237,2,2025-12-25 14:52:00,R-2957,Expert Assessment,,,Physical inspection consistent with reported damage.,P-2664,Yes,4.0,61.8,Approve,11
REV_06238_1,CLM_06238,1,2025-06-26 01:13:00,R-5059,Initial Triage,44.1,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,4
REV_06238_2,CLM_06238,2,2025-07-14 11:13:00,R-5059,Expert Assessment,,,Verified damage with independent assessment.,P-8856,No,3.3,83.8,Request Additional Documentation,22
REV_06239_1,CLM_06239,1,2023-03-04 06:48:00,R-4219,Initial Triage,40.3,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_06239_2,CLM_06239,2,2023-03-16 22:48:00,R-4219,Expert Assessment,,,No anomalies found during review.,P-3009,No,2.8,86.5,Request Additional Documentation,13
REV_06240_1,CLM_06240,1,2025-07-27 17:06:00,R-8765,Initial Triage,29.3,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_06240_2,CLM_06240,2,2025-08-10 07:06:00,R-8765,Expert Assessment,,,Physical inspection consistent with reported damage.,P-9976,No,3.8,76.7,Approve with Conditions,15
REV_06242_1,CLM_06242,1,2022-04-12 08:05:00,R-4718,Initial Triage,23.5,Green - Proceed,Vehicle inspection recommended.,,,,,Proceed,1
REV_06243_1,CLM_06243,1,2022-05-28 06:30:00,R-2512,Initial Triage,11.6,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_06243_2,CLM_06243,2,2022-06-02 14:30:00,R-2512,Expert Assessment,,,No anomalies found during review.,P-9557,Yes,4.0,89.5,Approve,6
REV_06245_1,CLM_06245,1,2025-04-12 01:27:00,R-5059,Initial Triage,35.6,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_06247_1,CLM_06247,1,2025-03-26 08:50:00,R-4718,Initial Triage,28.7,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_06248_1,CLM_06248,1,2023-08-08 16:33:00,R-2957,Initial Triage,18.5,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_06249_1,CLM_06249,1,2023-01-06 10:20:00,R-1276,Initial Triage,48.9,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,2
REV_06249_2,CLM_06249,2,2023-01-13 22:20:00,R-1276,Expert Assessment,,,Verified damage with independent assessment.,P-8259,No,2.7,68.5,Refer to Special Investigations Unit,9
REV_06249_3,CLM_06249,3,2023-01-19 08:20:00,SIU-542,SIU Investigation,,,Coordination with law enforcement initiated.,P-8259,No,,,Claim Approved,14
REV_06251_1,CLM_06251,1,2022-06-27 11:44:00,R-8765,Initial Triage,26.4,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,3
REV_06252_1,CLM_06252,1,2024-07-16 14:47:00,R-8461,Initial Triage,41.9,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,6
REV_06252_2,CLM_06252,2,2024-08-05 23:47:00,R-8461,Expert Assessment,,,No anomalies found during review.,P-7666,No,2.1,66.4,Request Additional Documentation,26
REV_06253_1,CLM_06253,1,2023-07-27 19:39:00,R-6545,Initial Triage,86.2,Red - Full Investigation,"Verified with third party, consistent account.",,,,,Full Investigation,2
REV_06253_2,CLM_06253,2,2023-07-30 09:39:00,R-6545,Expert Assessment,,,No anomalies found during review.,P-7266,Yes,5.0,69.2,Approve,4
REV_06254_1,CLM_06254,1,2022-11-08 19:50:00,R-8019,Initial Triage,45.3,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_06254_2,CLM_06254,2,2022-11-14 08:50:00,R-8019,Expert Assessment,,,Physical inspection consistent with reported damage.,P-2350,No,3.5,71.6,Approve with Conditions,6
REV_06256_1,CLM_06256,1,2025-08-24 14:01:00,R-8100,Initial Triage,28.1,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_06258_1,CLM_06258,1,2023-10-15 18:49:00,R-8044,Initial Triage,20.8,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_06259_1,CLM_06259,1,2024-08-08 20:50:00,R-6221,Initial Triage,69.3,Red - Full Investigation,"Standard claim, within normal parameters.",,,,,Full Investigation,1
REV_06259_2,CLM_06259,2,2024-08-13 12:50:00,R-6221,Expert Assessment,,,No anomalies found during review.,P-8186,Yes,4.6,68.5,Approve with Conditions,5
REV_06260_1,CLM_06260,1,2025-02-24 06:17:00,R-9758,Initial Triage,43.5,Yellow - Standard Review,Unable to reach witness listed in report.,,,,,Standard Review,5
REV_06260_2,CLM_06260,2,2025-03-07 21:17:00,R-9758,Expert Assessment,,,Multiple prior claims from same address within 18 months.,P-7114,No,2.5,46.3,Refer to Special Investigations Unit,16
REV_06260_3,CLM_06260,3,2025-04-28 11:17:00,SIU-857,SIU Investigation,,,Digital forensics on submitted photographs completed.,P-7114,Yes,,,Pending Litigation,67
REV_06262_1,CLM_06262,1,2022-05-19 02:35:00,R-7230,Initial Triage,3.6,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06263_1,CLM_06263,1,2024-04-19 05:37:00,R-3644,Initial Triage,29.1,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_06268_1,CLM_06268,1,2025-01-03 23:07:00,R-1276,Initial Triage,49.3,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,2
REV_06268_2,CLM_06268,2,2025-01-12 07:07:00,R-1276,Expert Assessment,,,All repair items match incident description.,P-9909,No,3.0,77.9,Approve with Conditions,10
REV_06269_1,CLM_06269,1,2025-06-28 03:17:00,R-6545,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_06271_1,CLM_06271,1,2022-06-13 06:43:00,R-8889,Initial Triage,61.4,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,10
REV_06271_2,CLM_06271,2,2022-06-15 16:43:00,R-8889,Expert Assessment,,,All repair items match incident description.,P-2553,Yes,3.0,90.5,Request Additional Documentation,12
REV_06272_1,CLM_06272,1,2025-08-28 04:55:00,R-9908,Initial Triage,38.0,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_06272_2,CLM_06272,2,2025-09-04 13:55:00,R-9908,Expert Assessment,,,Verified damage with independent assessment.,P-6700,No,3.5,88.5,Request Additional Documentation,8
REV_06273_1,CLM_06273,1,2023-05-10 13:00:00,R-1276,Initial Triage,45.8,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_06273_2,CLM_06273,2,2023-05-18 06:00:00,R-1276,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8309,No,3.2,81.8,Approve with Conditions,8
REV_06274_1,CLM_06274,1,2022-09-15 12:59:00,R-8044,Initial Triage,12.4,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_06275_1,CLM_06275,1,2023-06-04 22:43:00,R-2887,Initial Triage,0.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_06275_2,CLM_06275,2,2023-06-20 06:43:00,R-2887,Expert Assessment,,,No anomalies found during review.,P-7114,No,5.0,91.9,Approve,18
REV_06276_1,CLM_06276,1,2025-08-09 05:33:00,R-8100,Initial Triage,43.5,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,8
REV_06276_2,CLM_06276,2,2025-09-03 21:33:00,R-8100,Expert Assessment,,,No anomalies found during review.,P-2743,No,3.7,74.1,Approve with Conditions,33
REV_06277_1,CLM_06277,1,2022-12-01 05:02:00,R-3644,Initial Triage,63.9,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,3
REV_06277_2,CLM_06277,2,2022-12-04 21:02:00,R-3644,Expert Assessment,,,Documentation supports claim as reported.,P-3597,No,2.9,70.0,Approve with Conditions,6
REV_06278_1,CLM_06278,1,2023-11-09 23:20:00,R-2512,Initial Triage,35.3,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,2
REV_06278_2,CLM_06278,2,2023-11-16 14:20:00,R-2512,Expert Assessment,,,All repair items match incident description.,P-1904,No,2.6,95.9,Refer to Special Investigations Unit,8
REV_06278_3,CLM_06278,3,2023-11-30 05:20:00,SIU-176,SIU Investigation,,,Full investigation completed. Findings documented in case file.,P-1904,Yes,,,Claim Settled at Reduced Amount,21
REV_06281_1,CLM_06281,1,2024-03-06 09:07:00,R-8019,Initial Triage,22.3,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_06282_1,CLM_06282,1,2022-10-02 18:05:00,R-8592,Initial Triage,14.2,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_06283_1,CLM_06283,1,2024-02-19 16:48:00,R-2887,Initial Triage,49.2,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,4
REV_06283_2,CLM_06283,2,2024-02-27 09:48:00,R-2887,Expert Assessment,,,All repair items match incident description.,P-5992,No,5.0,89.4,Approve with Conditions,11
REV_06284_1,CLM_06284,1,2024-04-13 04:48:00,R-5533,Initial Triage,23.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06285_1,CLM_06285,1,2023-08-05 09:00:00,R-9908,Initial Triage,32.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06285_2,CLM_06285,2,2023-08-12 18:00:00,R-9908,Expert Assessment,,,Physical inspection consistent with reported damage.,P-1135,No,3.2,62.7,Refer to Special Investigations Unit,8
REV_06285_3,CLM_06285,3,2023-09-05 08:00:00,SIU-207,SIU Investigation,,,Independent engineering assessment obtained.,P-1135,Yes,,,Claim Approved,31
REV_06286_1,CLM_06286,1,2024-05-02 09:53:00,R-1744,Initial Triage,27.9,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_06288_1,CLM_06288,1,2022-12-02 02:04:00,R-4718,Initial Triage,66.6,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,2
REV_06288_2,CLM_06288,2,2022-12-08 11:04:00,R-4718,Expert Assessment,,,All repair items match incident description.,P-7936,No,5.0,82.3,Approve,8
REV_06289_1,CLM_06289,1,2024-08-08 23:05:00,R-6466,Initial Triage,22.6,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_06290_1,CLM_06290,1,2023-08-06 20:39:00,R-6466,Initial Triage,19.5,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06291_1,CLM_06291,1,2022-05-20 12:15:00,R-2887,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,5
REV_06292_1,CLM_06292,1,2024-02-16 22:21:00,R-1276,Initial Triage,21.6,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,10
REV_06293_1,CLM_06293,1,2024-07-30 15:44:00,R-1307,Initial Triage,57.5,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,2
REV_06293_2,CLM_06293,2,2024-08-10 08:44:00,R-1307,Expert Assessment,,,Verified damage with independent assessment.,P-2553,Yes,3.1,77.3,Approve with Conditions,12
REV_06294_1,CLM_06294,1,2024-12-07 21:37:00,R-9461,Initial Triage,58.5,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,1
REV_06294_2,CLM_06294,2,2024-12-13 11:37:00,R-9461,Expert Assessment,,,All repair items match incident description.,P-7666,No,4.4,85.4,Approve with Conditions,6
REV_06294_3,CLM_06294,3,2024-12-20 20:37:00,SIU-563,SIU Investigation,,,"Surveillance conducted, results in supplementary report.",P-7666,Yes,,,Claim Approved,13
REV_06295_1,CLM_06295,1,2022-05-02 09:36:00,R-1307,Initial Triage,39.3,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_06295_2,CLM_06295,2,2022-05-10 01:36:00,R-1307,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8309,Yes,2.7,92.7,Approve with Conditions,8
REV_06295_3,CLM_06295,3,2022-05-22 12:36:00,SIU-212,SIU Investigation,,,Independent engineering assessment obtained.,P-8309,Yes,,,Claim Approved,20
REV_06297_1,CLM_06297,1,2023-03-19 03:21:00,R-8765,Initial Triage,13.5,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,4
REV_06298_1,CLM_06298,1,2023-10-25 11:51:00,R-6466,Initial Triage,44.6,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,3
REV_06298_2,CLM_06298,2,2023-11-06 19:51:00,R-6466,Expert Assessment,,,No anomalies found during review.,P-6700,Yes,5.0,70.2,Approve,15
REV_06299_1,CLM_06299,1,2025-02-26 03:04:00,R-4718,Initial Triage,29.1,Green - Proceed,Workshop quote significantly above reference range.,,,,,Proceed,1
REV_06300_1,CLM_06300,1,2025-10-05 08:54:00,R-8100,Initial Triage,16.3,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_06300_2,CLM_06300,2,2025-10-10 19:54:00,R-8100,Expert Assessment,,,Documentation supports claim as reported.,P-5992,No,2.5,80.6,Approve with Conditions,8
REV_06301_1,CLM_06301,1,2024-04-24 15:36:00,R-2812,Initial Triage,68.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_06301_2,CLM_06301,2,2024-05-07 07:36:00,R-2812,Expert Assessment,,,All repair items match incident description.,P-9787,No,4.1,64.3,Approve with Conditions,13
REV_06302_1,CLM_06302,1,2023-12-07 08:15:00,R-8461,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_06303_1,CLM_06303,1,2025-02-06 12:46:00,R-2957,Initial Triage,35.5,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,1
REV_06303_2,CLM_06303,2,2025-02-11 23:46:00,R-2957,Expert Assessment,,,All repair items match incident description.,P-7114,No,2.9,82.3,Approve with Conditions,6
REV_06304_1,CLM_06304,1,2022-12-05 17:25:00,R-6143,Initial Triage,38.2,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,5
REV_06304_2,CLM_06304,2,2022-12-19 04:25:00,R-6143,Expert Assessment,,,Documentation supports claim as reported.,P-8309,No,1.7,43.4,Recommend Denial,18
REV_06304_3,CLM_06304,3,2023-01-25 18:25:00,SIU-280,SIU Investigation,,,Independent engineering assessment obtained.,P-8309,No,,,Claim Approved,55
REV_06306_1,CLM_06306,1,2024-07-30 02:55:00,R-8100,Initial Triage,11.4,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,4
REV_06307_1,CLM_06307,1,2024-09-22 05:50:00,R-2512,Initial Triage,0.0,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_06308_1,CLM_06308,1,2022-10-14 13:02:00,R-7520,Initial Triage,59.4,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,3
REV_06308_2,CLM_06308,2,2022-10-19 04:02:00,R-7520,Expert Assessment,,,Physical inspection consistent with reported damage.,P-4275,No,3.4,82.9,Request Additional Documentation,7
REV_06309_1,CLM_06309,1,2024-06-29 21:15:00,R-8889,Initial Triage,53.8,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,2
REV_06309_2,CLM_06309,2,2024-07-02 08:15:00,R-8889,Expert Assessment,,,Verified damage with independent assessment.,P-1196,No,2.3,78.4,Refer to Special Investigations Unit,4
REV_06309_3,CLM_06309,3,2024-07-16 20:15:00,SIU-637,SIU Investigation,,,Financial background check performed.,P-1196,Yes,,,Claim Approved,18
REV_06310_1,CLM_06310,1,2023-08-14 04:17:00,R-6221,Initial Triage,19.7,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_06310_2,CLM_06310,2,2023-08-21 20:17:00,R-6221,Expert Assessment,,,All repair items match incident description.,P-3659,Yes,5.0,73.0,Approve,8
REV_06312_1,CLM_06312,1,2024-05-01 20:37:00,R-2512,Initial Triage,14.7,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_06313_1,CLM_06313,1,2025-08-30 08:41:00,R-8100,Initial Triage,11.0,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_06314_1,CLM_06314,1,2022-09-10 21:50:00,R-8889,Initial Triage,34.8,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_06315_1,CLM_06315,1,2024-07-24 20:08:00,R-3260,Initial Triage,47.3,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,2
REV_06315_2,CLM_06315,2,2024-07-29 05:08:00,R-3260,Expert Assessment,,,No anomalies found during review.,P-5252,No,5.0,64.3,Approve with Conditions,6
REV_06317_1,CLM_06317,1,2024-07-16 14:17:00,R-6466,Initial Triage,29.7,Green - Proceed,Minor inconsistencies in timeline reported by claimant.,,,,,Proceed,2
